N_Jogo,Group/Stage,Stage,Date,Local Time,Time_of_day,Stadium,Stadium_type,City,Team,Origin_climate,Team_classification,Team_elimination,Opponent,Opponent_classification,Opponent_elimination,Ranking_difference,Team_ide,Player_id,Player # ,Player,Player_position,Player_age,Entrou,Saiu,Duração 1º tempo,Tempo jogado (1º tempo),Duração 2º tempo,Tempo jogado (2º tempo),Duração Prorrogação,Tempo jogado (prorrogação),Played_minutes,Total Distance (m),Zone 1:0-7 km/h (m),Zone 2:7-15 km/h (m),Zone 3:15-20 km/h (m),Zone 4:20-25 km/h (m),Zone 5:25+km/h (m),# High Speed Runs (Zone 3),# Sprints (Zone 4 & 5),Top_Speed,Total_distance_min,Zone1_min,Zone2_min,Zone12_min,Zone3_min,Zone4_min,Zone5_min,Zone45_min,N_zone3_min,N_zone4e5_min,Temp,Tdew,UR,UA,RAD,V,TN,TG,WBGT
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,14-Atletico,14,Marcos LLORENTE,MF,31,0,95,48,48,50,50,,,98,"10428,6","3897,9","4412,5","1194,9","567,2",356,105,52,"32,2","106,41","39,77","45,03","84,80","12,19","5,79","3,63","9,42","1,07","0,53","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,19-Atletico,19,Julian ALVAREZ,FW,26,0,82,48,48,50,37,,,85,"9198,2","2878,4","4407,2","1262,4","493,8","156,4",107,40,"31,8","108,21","33,86","51,85","85,71","14,85","5,81","1,84","7,65","1,26","0,47","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,21-Atletico,21,Javi GALAN,DF,31,0,95,48,48,50,50,,,98,"10594,2","4073,5","4284,7","1359,8","508,2","368,1",112,45,"32,4","108,10","41,57","43,72","85,29","13,88","5,19","3,76","8,94","1,14","0,46","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,22-Atletico,22,Giuliano SIMEONE,FW,23,0,95,48,48,50,50,,,98,"11508,4","3735,5","4765,2","1729,3","752,9","525,5",144,64,"34,9","117,43","38,12","48,62","86,74","17,65","7,68","5,36","13,04","1,47","0,65","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,24-Atletico,24,Robin LE NORMAND,DF,29,0,95,48,48,50,50,,,98,"10155,8","3965,6","4384,6","1367,7","292,5","145,4",117,30,"30,8","103,63","40,47","44,74","85,21","13,96","2,98","1,48","4,47","1,19","0,31","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,4-Atletico,4,Conor GALLAGHER,MF,25,66,95,48,0,50,29,,,29,"3807,6","1021,7","1776,5","759,1","225,5","24,8",57,18,"27,6","131,30","35,23","61,26","96,49","26,18","7,78","0,86","8,63","1,97","0,62","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,7-Atletico,7,Antoine GRIEZMANN,FW,34,66,95,48,0,50,29,,,29,"3238,9","1278,5","1295,1",435,176,"54,3",42,14,"29,2","111,69","44,09","44,66","88,74","15,00","6,07","1,87","7,94","1,45","0,48","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,10-Atletico,10,Angel CORREA,FW,30,70,95,48,0,50,25,,,25,3000,1039,"1160,2","458,5","218,3",124,41,14,"31,8","120,00","41,56","46,41","87,97","18,34","8,73","4,96","13,69","1,64","0,56","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,16-Atletico,16,Nahuel MOLINA,DF,27,82,95,48,0,50,13,,,13,"1708,5",512,"661,7","299,6","163,5","71,7",27,14,"31,3","131,42","39,38","50,90","90,28","23,05","12,58","5,52","18,09","2,08","1,08","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
19,Group B,Group,19/06/2025,15:00,Afternoon,Lumen Field,Open,Seatte,Atlético de Madrid,Temperate,17,Group,Seattle Sounders FC,29,Group,-12,Atletico,20-Atletico,20,Axel WITSEL,MF,37,45,95,48,0,50,50,,,50,"4997,7","1831,9","2225,8","702,1","207,9",30,58,15,"26,5","99,95","36,64","44,52","81,15","14,04","4,16","0,60","4,76","1,16","0,30","19,14","7,74","47,00","16,42","385,50","1,23","15,83","29,03","18,80"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,2-PSG,2,Achraf HAKIMI,DF,27,0,96,51,51,51,51,,,102,"11097,5","3895,5","4715,2","1646,6","600,6","239,6",139,53,"34,7","108,80","38,19","46,23","84,42","16,14","5,89","2,35","8,24","1,36","0,52","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,4-PSG,4,LUCAS BERALDO,DF,22,0,96,51,51,51,51,,,102,"9473,7","4588,7","3337,9","1125,5","282,8","138,8",92,20,31,"92,88","44,99","32,72","77,71","11,03","2,77","1,36","4,13","0,90","0,20","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,7-PSG,7,Khvicha KVARATSKHELIA,FW,24,0,96,51,51,51,51,,,102,"9871,2","4599,9","3647,1","949,3","456,2","218,7",86,37,33,"96,78","45,10","35,76","80,85","9,31","4,47","2,14","6,62","0,84","0,36","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,9-PSG,9,GONCALO RAMOS,FW,24,0,55,51,51,51,10,,,61,"7319,5","2209,5","3137,7","1260,1","532,4","179,8",111,39,"31,4","119,99","36,22","51,44","87,66","20,66","8,73","2,95","11,68","1,82","0,64","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,14-PSG,14,Desire DOUE,FW,20,0,79,51,51,51,34,,,85,"10016,7","3069,2",4445,"1680,4","638,1","184,1",151,49,"31,9","117,84","36,11","52,29","88,40","19,77","7,51","2,17","9,67","1,78","0,58","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,17-PSG,17,VITINHA,MF,25,0,96,51,51,51,51,,,102,"11817,2","3382,9","6180,1","1689,9","399,1","165,1",139,34,30,"115,85","33,17","60,59","93,75","16,57","3,91","1,62","5,53","1,36","0,33","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,21-PSG,21,Lucas HERNANDEZ,DF,29,0,55,51,51,51,10,,,61,"6577,3","2165,8",2949,"883,7","391,5","187,4",74,33,"32,6","107,82","35,50","48,34","83,85","14,49","6,42","3,07","9,49","1,21","0,54","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,24-PSG,24,Senny MAYULU,MF,19,0,55,51,51,51,10,,,61,"7506,7","2062,2","3558,1","1271,2",509,"106,2",115,38,"32,6","123,06","33,81","58,33","92,14","20,84","8,34","1,74","10,09","1,89","0,62","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,33-PSG,33,Warren ZAIRE-EMERY,MF,19,0,56,51,51,51,11,,,62,"7806,2","1902,5","3758,1","1637,3","414,8","93,5",140,28,"31,4","125,91","30,69","60,61","91,30","26,41","6,69","1,51","8,20","2,26","0,45","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,51-PSG,51,Willian PACHO,DF,24,0,96,51,51,51,51,,,102,"9640,9","4300,1",3559,"1044,7","521,7","215,3",96,39,"33,1","94,52","42,16","34,89","77,05","10,24","5,11","2,11","7,23","0,94","0,38","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,8-PSG,8,Fabian RUIZ,MF,29,55,96,51,0,51,41,,,41,"4661,4","1662,8","2037,5",744,"213,5","3,6",66,16,"25,2","113,69","40,56","49,70","90,25","18,15","5,21","0,09","5,30","1,61","0,39","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,19-PSG,19,LEE Kangin,MF,24,79,96,51,0,51,17,,,17,"1983,2","591,3","929,8",308,"124,8","29,3",28,12,"27,1","116,66","34,78","54,69","89,48","18,12","7,34","1,72","9,06","1,65","0,71","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,25-PSG,25,NUNO MENDES,DF,23,55,96,51,0,51,41,,,41,"3986,5",1497,"1645,6","520,8","283,5","39,6",42,22,"32,8","97,23","36,51","40,14","76,65","12,70","6,91","0,97","7,88","1,02","0,54","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,29-PSG,29,Bradley BARCOLA,FW,23,55,96,51,0,51,41,,,41,4193,"1728,3","1834,4","470,9","107,6","51,9",40,11,"31,9","102,27","42,15","44,74","86,90","11,49","2,62","1,27","3,89","0,98","0,27","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Paris Saint-Germain,Temperate,2,Final,Botafogo,14,Round of 16,-12,PSG,87-PSG,87,JOAO NEVES,MF,21,56,96,51,0,51,40,,,40,"4932,9","1591,6","2031,1","850,7","325,6",134,76,25,"31,4","123,32","39,79","50,78","90,57","21,27","8,14","3,35","11,49","1,90","0,63","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,2-Botafogo,2,VITINHO,DF,26,0,96,51,51,51,51,,,102,"11398,7","3825,8",5133,"1609,8","583,3","246,9",135,44,"34,4","111,75","37,51","50,32","87,83","15,78","5,72","2,42","8,14","1,32","0,43","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,7-Botafogo,7,ARTUR,FW,27,0,77,51,51,51,32,,,83,8495,"3469,4",3343,"952,8",467,"262,8",94,42,"32,6","102,35","41,80","40,28","82,08","11,48","5,63","3,17","8,79","1,13","0,51","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,10-Botafogo,10,Jefferson SAVARINO,MF,29,0,68,51,51,51,23,,,74,"9445,2","3085,3","3727,2","1846,6","623,5","162,6",153,53,"31,4","127,64","41,69","50,37","92,06","24,95","8,43","2,20","10,62","2,07","0,72","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,13-Botafogo,13,ALEX TELLES,DF,33,0,68,51,51,51,23,,,74,"7837,7","3032,7","3570,2",878,"293,3","63,6",82,19,"29,5","105,91","40,98","48,25","89,23","11,86","3,96","0,86","4,82","1,11","0,26","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,17-Botafogo,17,MARLON FREITAS,MF,30,0,96,51,51,51,51,,,102,"12417,7","3407,9","6365,7","2089,3","460,8","94,1",164,32,"33,7","121,74","33,41","62,41","95,82","20,48","4,52","0,92","5,44","1,61","0,31","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,20-Botafogo,20,Alexander BARBOZA,DF,30,0,96,51,51,51,51,,,102,"11024,4","3483,2","5897,6","1283,3","288,9","71,5",108,24,"29,5","108,08","34,15","57,82","91,97","12,58","2,83","0,70","3,53","1,06","0,24","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,25-Botafogo,25,ALLAN,MF,21,0,87,51,51,51,42,,,93,"10447,8","3747,6","4375,9","1739,4","498,6","86,4",161,40,"28,5","112,34","40,30","47,05","87,35","18,70","5,36","0,93","6,29","1,73","0,43","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,26-Botafogo,26,GREGORE,MF,31,0,96,51,51,51,51,,,102,"11520,2",3463,"5414,8","1857,2","669,5","115,7",164,52,"29,3","112,94","33,95","53,09","87,04","18,21","6,56","1,13","7,70","1,61","0,51","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,32-Botafogo,32,JAIR CUNHA,DF,20,0,96,51,51,51,51,,,102,"10612,4","3633,4","5475,2","1185,7","263,9","54,3",102,24,"30,2","104,04","35,62","53,68","89,30","11,62","2,59","0,53","3,12","1,00","0,24","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,99-Botafogo,99,IGOR JESUS,FW,24,0,96,51,51,51,51,,,102,"10902,9","3984,8","4803,3","1118,1","609,2","387,4",85,53,"33,3","106,89","39,07","47,09","86,16","10,96","5,97","3,80","9,77","0,83","0,52","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,8-Botafogo,8,Alvaro MONTORO,MF,18,77,96,51,0,51,19,,,19,"2295,8","709,8","1103,9","422,8","53,1","6,2",47,6,"25,5","120,83","37,36","58,10","95,46","22,25","2,79","0,33","3,12","2,47","0,32","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,23-Botafogo,23,Santiago RODRIGUEZ,MF,26,68,96,51,0,51,28,,,28,3464,"1008,7","1389,6","632,4","388,8","44,6",54,31,"28,8","123,71","36,03","49,63","85,65","22,59","13,89","1,59","15,48","1,93","1,11","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,28-Botafogo,28,NEWTON,MF,25,87,96,51,0,51,9,,,9,"1418,7","243,3","704,6","338,8","115,4","16,6",32,10,29,"157,63","27,03","78,29","105,32","37,64","12,82","1,84","14,67","3,56","1,11","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
20,Group B,Group,19/06/2025,18:00,Evening,Rose Bowl Stadium,Open,Pasadena,Botafogo,Tropical,14,Round of 16,Paris Saint-Germain,2,Final,12,Botafogo,66-Botafogo,66,CUIABANO,DF,22,68,96,51,0,51,28,,,28,"2961,5","1011,3","1489,4","348,5","105,8","6,5",31,10,"25,5","105,77","36,12","53,19","89,31","12,45","3,78","0,23","4,01","1,11","0,36","22,85","11,63","48,50","20,39","156,80","1,32","18,66","34,17","22,18"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,3-Benfica,3,Alvaro FERNANDEZ,DF,22,0,45,54,54,53,0,,,54,"5680,6","2291,3",2093,"807,6","383,1","105,6",63,34,"30,5","105,20","42,43","38,76","81,19","14,96","7,09","1,96","9,05","1,17","0,63","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,4-Benfica,4,ANTONIO SILVA,DF,22,0,86,54,54,53,41,,,95,"9440,5","4121,6",3991,"817,8","368,3","141,7",62,25,"31,3","99,37","43,39","42,01","85,40","8,61","3,88","1,49","5,37","0,65","0,26","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,8-Benfica,8,Fredrik AURSNES,MF,30,0,71,54,54,53,26,,,80,"9034,4","3086,5","4270,1","1076,4","440,2","161,2",99,37,"31,2","112,93","38,58","53,38","91,96","13,46","5,50","2,02","7,52","1,24","0,46","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,10-Benfica,10,Orkun KOKCU,MF,25,0,61,54,54,53,16,,,70,"6942,7","2889,1","3018,8","820,9","195,5","18,5",60,14,28,"99,18","41,27","43,13","84,40","11,73","2,79","0,26","3,06","0,86","0,20","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,11-Benfica,11,Angel DI MARIA,FW,37,0,98,54,54,53,53,,,107,"10019,2","4496,9","3810,7","1340,5","357,5","13,5",124,27,"25,6","93,64","42,03","35,61","77,64","12,53","3,34","0,13","3,47","1,16","0,25","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,14-Benfica,14,Evangelos PAVLIDIS,FW,27,0,98,54,54,53,53,,,107,"10383,7","4520,3","4335,9","1089,1","297,2","141,2",101,26,"29,4","97,04","42,25","40,52","82,77","10,18","2,78","1,32","4,10","0,94","0,24","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,17-Benfica,17,Kerem AKTURKOGLU,FW,27,0,62,54,54,53,17,,,71,"7312,4","3203,4","3070,2","736,3","239,1","63,5",63,22,"30,5","102,99","45,12","43,24","88,36","10,37","3,37","0,89","4,26","0,89","0,31","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,18-Benfica,18,Leandro BARREIRO,MF,26,0,98,54,54,53,53,,,107,"11992,4","4623,4","5433,7","1539,5","346,4","49,4",128,31,28,"112,08","43,21","50,78","93,99","14,39","3,24","0,46","3,70","1,20","0,29","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,25-Benfica,25,Gianluca PRESTIANNI,FW,20,0,71,54,54,53,26,,,80,8464,"3015,4","3915,5","1068,2",368,"96,9",95,30,"30,8","105,80","37,69","48,94","86,64","13,35","4,60","1,21","5,81","1,19","0,38","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,30-Benfica,30,Nicolas OTAMENDI,DF,37,0,98,54,54,53,53,,,107,"9768,1","4296,5","3621,1","1232,2","501,2",117,107,35,"29,3","91,29","40,15","33,84","74,00","11,52","4,68","1,09","5,78","1,00","0,33","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,21-Benfica,21,Andreas SCHJELDERUP,FW,21,62,98,54,0,53,36,,,36,"4486,2","1550,5","1884,5","654,3","297,4","99,5",55,25,"31,8","124,62","43,07","52,35","95,42","18,18","8,26","2,76","11,03","1,53","0,69","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,26-Benfica,26,Samuel DAHL,DF,22,45,98,54,0,53,53,,,53,"5769,5","2002,3","2348,5","970,4","380,8","67,5",79,31,"28,9","108,86","37,78","44,31","82,09","18,31","7,18","1,27","8,46","1,49","0,58","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,47-Benfica,47,TIAGO GOUVEIA,FW,24,71,98,54,0,53,27,,,27,"3059,9","1050,4","1169,4","464,3","207,1","168,8",37,23,"31,5","113,33","38,90","43,31","82,21","17,20","7,67","6,25","13,92","1,37","0,85","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,81-Benfica,81,Adrian BAJRAMI,DF,23,86,98,54,0,53,12,,,12,"1141,3","355,1","544,5","203,9","37,8",19,3,"23,7",,"95,11","29,59","45,38","74,97","16,99","3,15","1,58","4,73","0,25","1,98","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,84-Benfica,84,JOAO REGO,FW,20,71,98,54,0,53,27,,,27,3075,"1016,5","1372,7","475,2","158,9","51,8",40,14,"29,6","113,89","37,65","50,84","88,49","17,60","5,89","1,92","7,80","1,48","0,52","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,SL Benfica,Temperate,10,Round of 16,Auckland City FC,27,Group,-17,Benfica,85-Benfica,85,RENATO SANCHES,MF,28,61,98,54,0,53,37,,,37,"4149,8",1645,"1620,4","630,5","220,3","33,7",56,14,"26,5","112,16","44,46","43,79","88,25","17,04","5,95","0,91","6,86","1,51","0,38","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
21,Group C,Group,20/06/2025,12:00,Afternoon,Inter&Co Stadium,Open,Orlando,Auckland City FC,Temperate,27,Group,SL Benfica,10,Round of 16,17,Auckland,2-Auckland,2,Mario ILICH,DF,30,0,60,54,54,53,15,,,69,"8120,1","2495,1","3825,5","1631,9","167,5",147,12,"24,5",,"117,68","36,16","55,44","91,60","23,65","2,43","2,13","4,56","0,17","0,36","29,39","23,71","71,00","29,39","752,70","1,08","25,76","45,27","30,02"
