N_Jogo,Group/Stage,Stage,Date,Local Time,Time_of_day,Stadium,Stadium_type,City,Team,Origin_climate,Team_classification,Team_elimination,Opponent,Opponent_classification,Opponent_elimination,Ranking_difference,Team_ide,Player_id,Player # ,Player,Player_position,Player_age,Entrou,Saiu,Duração 1º tempo,Tempo jogado (1º tempo),Duração 2º tempo,Tempo jogado (2º tempo),Duração Prorrogação,Tempo jogado (prorrogação),Played_minutes,Total Distance (m),Zone 1:0-7 km/h (m),Zone 2:7-15 km/h (m),Zone 3:15-20 km/h (m),Zone 4:20-25 km/h (m),Zone 5:25+km/h (m),# High Speed Runs (Zone 3),# Sprints (Zone 4 & 5),Top_Speed,Total_distance_min,Zone1_min,Zone2_min,Zone12_min,Zone3_min,Zone4_min,Zone5_min,Zone45_min,N_zone3_min,N_zone4e5_min,Temp,Tdew,UR,UA,RAD,V,TN,TG,WBGT
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,5-AlAhly,5,Mohamed Ali BEN ROMDHANE,MF,26,0,65,48,48,53,20,,,68,"7541,9",2606,"3421,8","961,6","413,3","139,2",81,32,"34,6","110,91","38,32","50,32","88,64","14,14","6,08","2,05","8,13","1,19","0,47","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,6-AlAhly,6,YASSER IBRAHIM,DF,32,0,98,48,48,53,53,,,101,"9231,5","4069,6","3477,4","1076,8","480,2","127,5",90,43,"28,9","91,40","40,29","34,43","74,72","10,66","4,75","1,26","6,02","0,89","0,43","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,7-AlAhly,7,TREZEGUET,MF,31,0,65,48,48,53,20,,,68,"7088,6","3075,2",2362,"917,8","451,3","282,4",87,43,"35,4","104,24","45,22","34,74","79,96","13,50","6,64","4,15","10,79","1,28","0,63","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,8-AlAhly,8,HAMDY FATHY,MF,31,0,98,48,48,53,53,,,101,"10752,5","3938,6","4783,3","1455,4","470,3","104,8",148,37,"37,1","106,46","39,00","47,36","86,36","14,41","4,66","1,04","5,69","1,47","0,37","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,9-AlAhly,9,WESSAM ABOU ALI,FW,27,0,79,48,48,53,34,,,82,"8025,4","3449,3","2465,5","1258,1","600,8","251,6",113,50,34,"97,87","42,06","30,07","72,13","15,34","7,33","3,07","10,40","1,38","0,61","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,13-AlAhly,13,MARAWAN ATTIA,MF,27,0,98,48,48,53,53,,,101,"10304,8","4118,7","4392,1","1322,2","318,2","153,5",113,31,"43,5","102,03","40,78","43,49","84,27","13,09","3,15","1,52","4,67","1,12","0,31","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,15-AlAhly,15,Achraf DARI,DF,26,0,98,48,48,53,53,,,101,"9267,2","4048,6","3938,4","846,4","318,9","114,9",78,29,33,"91,75","40,09","38,99","79,08","8,38","3,16","1,14","4,30","0,77","0,29","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,22-AlAhly,22,EMAM ASHOUR,MF,27,0,14,48,14,53,0,,,14,"1569,2","463,3",695,"269,9","100,8","40,2",26,9,30,"112,09","33,09","49,64","82,74","19,28","7,20","2,87","10,07","1,86","0,64","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,30-AlAhly,30,MOHAMED HANY,DF,30,0,98,48,48,53,53,,,101,"9650,4","4190,5","3834,7","1010,4","430,9",184,80,39,"31,4","95,55","41,49","37,97","79,46","10,00","4,27","1,82","6,09","0,79","0,39","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,36-AlAhly,36,AHMED KOKA,MF,24,0,98,48,48,53,53,,,101,"9262,7","4260,4","3560,6","969,3",353,"119,4",82,38,31,"91,71","42,18","35,25","77,44","9,60","3,50","1,18","4,68","0,81","0,38","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,10-AlAhly,10,Nejc GRADISAR,FW,23,79,98,48,0,53,19,,,19,"2011,5","581,8","874,5",367,"122,4","65,9",28,11,33,"105,87","30,62","46,03","76,65","19,32","6,44","3,47","9,91","1,47","0,58","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,14-AlAhly,14,HUSSEIN ELSHAHAT,MF,33,65,98,48,0,53,33,,,33,"3166,6","1508,1","1054,1",411,"142,9","50,6",41,15,"31,5","95,96","45,70","31,94","77,64","12,45","4,33","1,53","5,86","1,24","0,45","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,19-AlAhly,19,MOHAMED AFSHA,MF,29,79,98,48,0,53,19,,,19,"1947,2","680,6","819,5","276,4","117,5","53,2",26,9,"34,7","102,48","35,82","43,13","78,95","14,55","6,18","2,80","8,98","1,37","0,47","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,25-AlAhly,25,ZIZO,MF,30,14,79,48,34,53,34,,,68,"6962,4","2600,4","2987,4","823,1","341,6","209,9",73,32,"44,3","102,39","38,24","43,93","82,17","12,10","5,02","3,09","8,11","1,07","0,47","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Al Ahly FC,Tropical,25,Group,Inter Miami CF,16,Round of 16,9,AlAhly,29-AlAhly,29,TAHER MOHAMED,MF,28,65,98,48,0,53,33,,,33,3344,"1389,6","1019,8","426,6",318,190,40,28,35,"101,33","42,11","30,90","73,01","12,93","9,64","5,76","15,39","1,21","0,85","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,5-InterMiami,5,Sergio BUSQUETS,MF,37,0,98,48,48,53,53,,,101,"10337,7","4136,7","4584,2","1180,1",323,"113,8",118,26,"35,5","102,35","40,96","45,39","86,35","11,68","3,20","1,13","4,32","1,17","0,26","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,6-InterMiami,6,Tomas AVILES,DF,21,0,45,48,48,53,0,,,48,"4755,7","2093,4","1818,4","443,1","210,6","190,2",38,20,"35,3","99,08","43,61","37,88","81,50","9,23","4,39","3,96","8,35","0,79","0,42","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,8-InterMiami,8,Telasco SEGOVIA,MF,22,0,73,48,48,53,28,,,76,"8479,5","3200,6","3218,6","1352,1",559,"149,2",120,45,"38,9","111,57","42,11","42,35","84,46","17,79","7,36","1,96","9,32","1,58","0,59","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,9-InterMiami,9,Luis SUAREZ,FW,39,0,98,48,48,53,53,,,101,"9859,9","3876,1","4058,4",1326,470,"129,5",113,40,"30,4","97,62","38,38","40,18","78,56","13,13","4,65","1,28","5,94","1,12","0,40","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,10-InterMiami,10,Lionel MESSI,FW,38,0,98,48,48,53,53,,,101,"7429,2","4891,8","1430,8","727,4","280,5","98,7",66,27,"35,4","73,56","48,43","14,17","62,60","7,20","2,78","0,98","3,75","0,65","0,27","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,17-InterMiami,17,Ian FRAY,DF,23,0,98,48,48,53,53,,,101,10352,"4083,5","4359,6","1123,4","439,5",346,86,44,"35,5","102,50","40,43","43,16","83,60","11,12","4,35","3,43","7,78","0,85","0,44","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,21-InterMiami,21,Tadeo ALLENDE,FW,26,0,81,48,48,53,36,,,84,8564,"3417,3","3392,4","1044,2","498,9","211,2",100,42,"41,7","101,95","40,68","40,39","81,07","12,43","5,94","2,51","8,45","1,19","0,50","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,32-InterMiami,32,Noah ALLEN,DF,21,0,98,48,48,53,53,,,101,"10636,8","3894,3","4409,8","1268,3","651,4",413,109,58,"41,1","105,31","38,56","43,66","82,22","12,56","6,45","4,09","10,54","1,08","0,57","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,37-InterMiami,37,Maximiliano FALCON,DF,28,0,98,48,48,53,53,,,101,"9395,7","4247,6","3669,7","794,8","445,9","237,7",67,42,"41,9","93,03","42,06","36,33","78,39","7,87","4,41","2,35","6,77","0,66","0,42","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,55-InterMiami,55,Federico REDONDO,MF,23,0,98,48,48,53,53,,,101,"9881,1","4120,3","4159,6","1016,5","447,9","136,9",88,34,35,"97,83","40,80","41,18","81,98","10,06","4,43","1,36","5,79","0,87","0,34","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,7-InterMiami,7,Fafa PICAULT,FW,34,81,98,48,0,53,17,,,17,"1934,3","608,7","830,9","247,3","162,7","84,7",20,13,"31,4","113,78","35,81","48,88","84,68","14,55","9,57","4,98","14,55","1,18","0,76","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,30-InterMiami,30,Benjamin CREMASCHI,MF,20,73,98,48,0,53,25,,,25,"3071,4","914,9","1258,3","609,3","193,4","95,5",42,19,"30,2","122,86","36,60","50,33","86,93","24,37","7,74","3,82","11,56","1,68","0,76","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
1,Group A,Group,14/06/2025,20:00,Evening,Hard Rock Stadium,Open,Miami Gardens - Flórida,Inter Miami CF,Tropical,16,Round of 16,Al Ahly FC,25,Group,-9,InterMiami,57-InterMiami,57,Marcelo WEIGANDT,DF,26,45,98,48,0,53,53,,,53,"5297,9","2102,2","1946,6","705,4","310,5","233,2",61,33,"32,8","99,96","39,66","36,73","76,39","13,31","5,86","4,40","10,26","1,15","0,62","28,26","22,90","72,00","27,61","0,50","2,07","24,76","42,81","28,72"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,4-Bayern,4,Jonathan TAH,DF,29,0,95,49,49,50,50,,,99,"10950,9","4450,3","4702,8","1232,4","449,3","116,2",120,34,32,"110,62","44,95","47,50","92,46","12,45","4,54","1,17","5,71","1,21","0,34","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,6-Bayern,6,Joshua KIMMICH,MF,30,0,95,49,49,50,50,,,99,"11626,2","4105,8","5388,4","1514,8","433,1","184,1",127,32,"31,1","117,44","41,47","54,43","95,90","15,30","4,37","1,86","6,23","1,28","0,32","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,9-Bayern,9,Harry KANE,FW,32,0,61,49,49,50,16,,,65,"7127,4","2864,4","3212,9","739,3","235,6","75,3",69,20,"29,4","109,65","44,07","49,43","93,50","11,37","3,62","1,16","4,78","1,06","0,31","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,11-Bayern,11,Kingsley COMAN,FW,29,0,45,49,49,50,0,,,49,"5802,6",1912,"2746,4","763,9","292,5","87,8",63,26,"29,1","118,42","39,02","56,05","95,07","15,59","5,97","1,79","7,76","1,29","0,53","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,17-Bayern,17,Michael OLISE,FW,24,0,45,49,49,50,0,,,49,"5720,2","1942,4","2671,5","772,1","260,2","73,8",74,23,"28,9","116,74","39,64","54,52","94,16","15,76","5,31","1,51","6,82","1,51","0,47","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,22-Bayern,22,RAPHAEL GUERREIRO,DF,32,0,61,49,49,50,16,,,65,"7698,5","2541,7","3535,8","1055,5","457,1","108,3",92,37,"28,9","118,44","39,10","54,40","93,50","16,24","7,03","1,67","8,70","1,42","0,57","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,23-Bayern,23,Sacha BOEY,DF,25,0,95,49,49,50,50,,,99,"11519,8","4209,7",4667,"1380,3","781,3","481,5",121,71,"32,3","116,36","42,52","47,14","89,66","13,94","7,89","4,86","12,76","1,22","0,72","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,25-Bayern,25,Thomas MUELLER,FW,36,0,95,49,49,50,50,,,99,"11261,1","4415,2","5182,6","1245,9","393,6","23,9",119,31,"28,1","113,75","44,60","52,35","96,95","12,58","3,98","0,24","4,22","1,20","0,31","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,44-Bayern,44,Josip STANISIC,DF,25,0,82,49,49,50,37,,,86,9361,"3689,9","4008,8","1165,9","417,9","78,6",110,31,"30,3","108,85","42,91","46,61","89,52","13,56","4,86","0,91","5,77","1,28","0,36","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,45-Bayern,45,Aleksandar PAVLOVIC,MF,21,0,95,49,49,50,50,,,99,"12328,9","3894,7","6050,5","1844,9","507,5","31,3",176,35,"27,7","124,53","39,34","61,12","100,46","18,64","5,13","0,32","5,44","1,78","0,35","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,2-Bayern,2,Dayot UPAMECANO,DF,27,61,95,49,0,50,34,,,34,"3837,2","1451,4","1708,9","436,4","162,4","78,1",42,13,"31,7","112,86","42,69","50,26","92,95","12,84","4,78","2,30","7,07","1,24","0,38","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,7-Bayern,7,Serge GNABRY,FW,30,45,95,49,0,50,50,,,50,"5508,9","2216,7","1976,4","825,3","370,3","120,2",78,27,"31,3","110,18","44,33","39,53","83,86","16,51","7,41","2,40","9,81","1,56","0,54","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,42-Bayern,42,Jamal MUSIALA,MF,22,61,95,49,0,50,34,,,34,"3808,8","1426,9",1497,"550,1","188,6","146,2",49,17,32,"112,02","41,97","44,03","86,00","16,18","5,55","4,30","9,85","1,44","0,50","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,46-Bayern,46,Lennart KARL,MF,17,45,95,49,0,50,50,,,50,"5755,2","2023,7","2494,1","699,3","356,1",182,68,30,"31,2","115,10","40,47","49,88","90,36","13,99","7,12","3,64","10,76","1,36","0,60","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,FC Bayern Munchen,Temperate,6,Quarter-final,Auckland City FC,27,Group,-21,Bayern,49-Bayern,49,Adam AZNOU,DF,19,82,95,49,0,50,13,,,13,"1817,4","566,2","851,8","263,6","98,9","36,9",27,8,"29,2","139,80","43,55","65,52","109,08","20,28","7,61","2,84","10,45","2,08","0,62","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,2-Auckland,2,Mario ILICH,DF,30,0,95,49,49,50,50,,,99,"12110,5","3495,2","6263,6","2079,7",266,"5,9",197,23,"25,4","122,33","35,31","63,27","98,57","21,01","2,69","0,06","2,75","1,99","0,23","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,3-Auckland,3,Adam MITCHELL,DF,29,0,95,49,49,50,50,,,99,"10063,7","4330,9","4309,7","1174,4","241,9","6,9",101,19,"26,5","101,65","43,75","43,53","87,28","11,86","2,44","0,07","2,51","1,02","0,19","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,5-Auckland,5,Nikko BOXALL,DF,33,0,95,49,49,50,50,,,99,"8919,8","3852,2","4061,3","846,9","149,9","9,5",70,12,"28,1","90,10","38,91","41,02","79,93","8,55","1,51","0,10","1,61","0,71","0,12","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,7-Auckland,7,Myer BEVAN,FW,28,0,95,49,49,50,50,,,99,"11608,8","4300,9","5050,5","1505,3","618,9","133,3",118,49,"32,4","117,26","43,44","51,02","94,46","15,21","6,25","1,35","7,60","1,19","0,49","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,8-Auckland,8,Gerard GARRIGA,MF,32,0,66,49,49,50,21,,,70,"9312,2","2369,7","4957,2","1671,5","287,5","26,3",154,24,"26,7","133,03","33,85","70,82","104,67","23,88","4,11","0,38","4,48","2,20","0,34","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,10-Auckland,10,Dylan MANICKUM,FW,33,0,71,49,49,50,26,,,75,"9127,4","2755,1","4005,7","1697,2","467,9","201,5",154,38,"30,4","121,70","36,73","53,41","90,14","22,63","6,24","2,69","8,93","2,05","0,51","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,12-Auckland,12,Regont MURATI,DF,29,0,95,49,49,50,50,,,99,"10440,1","4465,2",4210,"1135,8","501,7","127,4",100,40,"28,8","105,46","45,10","42,53","87,63","11,47","5,07","1,29","6,35","1,01","0,40","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,13-Auckland,13,Nathan LOBO,DF,23,0,66,49,49,50,21,,,70,"7866,2","2979,3","3420,8","933,4","384,8","147,8",73,30,30,"112,37","42,56","48,87","91,43","13,33","5,50","2,11","7,61","1,04","0,43","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,25-Auckland,25,Michael DEN HEIJER,MF,29,0,82,49,49,50,37,,,86,"7910,4","3984,6","3243,4","511,7","156,4","14,3",50,12,"26,9","91,98","46,33","37,71","84,05","5,95","1,82","0,17","1,98","0,58","0,14","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,26-Auckland,26,David YOO,FW,26,0,71,49,49,50,26,,,75,"9277,6","2743,5","4611,4","1254,3",607,"61,4",120,47,"28,6","123,70","36,58","61,49","98,07","16,72","8,09","0,82","8,91","1,60","0,63","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
2,Group C,Group,15/06/2025,12:00,Afternoon,TQL Stadium,Open,Cincinnati,Auckland City FC,Temperate,27,Group,FC Bayern Munchen,6,Quarter-final,21,Auckland,9-Auckland,9,Angus KILKOLLY,FW,29,71,95,49,0,50,24,,,24,"3017,3","930,9",1315,"433,7","214,5","123,3",43,17,30,"125,72","38,79","54,79","93,58","18,07","8,94","5,14","14,08","1,79","0,71","26,09","21,30","74,50","24,48","547,20","1,03","23,58","41,08","27,33"
